"Report Date","Borough","Community Districts","Census Type","Adult Family Commercial Hotel","Adult Family Shelter","Adult Shelter","Adult Shelter Commercial Hotel","Family Cluster","Family with Children Commercial Hotel","Family with Children Shelter"
"03/31/2022","Bronx","8","Individuals",,,,,,,"213"
"03/31/2022","Bronx","7","Individuals",,,"591",,,,"407"
"03/31/2022","Bronx","6","Individuals",,,"47",,,,"2,081"
"03/31/2022","Bronx","5","Individuals",,"165","476",,,,"1,282"
"03/31/2022","Bronx","4","Individuals",,,"368",,,,"2,144"
"02/28/2022","Bronx","1","Individuals",,,"458","174",,,"1,101"
"02/28/2022","Staten Island","3","Individuals",,,,,,,
"02/28/2022","Staten Island","2","Individuals",,,,,,,
"02/28/2022","Staten Island","1","Individuals",,,,,,,"113"
"02/28/2022","Queens","14","Individuals",,"234","64","74",,,"154"
"02/28/2022","Queens","13","Individuals",,,,"723",,,"817"
"02/28/2022","Queens","12","Individuals",,"237","273","164",,,"1,359"
"02/28/2022","Queens","11","Individuals",,,,,,,
"02/28/2022","Queens","10","Individuals",,,"162","51",,,
"02/28/2022","Queens","9","Individuals",,,"98",,,,
"02/28/2022","Queens","8","Individuals",,,,,,,"298"
"02/28/2022","Queens","7","Individuals",,,"297",,,,
"02/28/2022","Queens","6","Individuals",,,,,,,
"02/28/2022","Queens","5","Individuals",,,"178",,,,"264"
"02/28/2022","Queens","4","Individuals",,,,"201",,,"519"
"02/28/2022","Queens","3","Individuals",,,,"158",,,"806"
"02/28/2022","Queens","2","Individuals",,"254",,"161",,,"189"
"02/28/2022","Queens","1","Individuals",,,"188","166",,,"348"
"02/28/2022","Manhattan","12","Individuals",,,"310",,,,
"02/28/2022","Manhattan","11","Individuals",,,"1,230",,,,"558"
"02/28/2022","Manhattan","10","Individuals",,,"707",,,,"556"
"02/28/2022","Manhattan","9","Individuals",,,,,,,"510"
"02/28/2022","Manhattan","8","Individuals",,,"37",,,,
"02/28/2022","Manhattan","7","Individuals",,"206","160",,,,"592"
"02/28/2022","Manhattan","6","Individuals",,,"630",,,,
"02/28/2022","Manhattan","5","Individuals",,"323","23","56",,,"354"
"02/28/2022","Manhattan","4","Individuals",,,"363","25",,,
"02/28/2022","Manhattan","3","Individuals",,,"440","262",,,"331"
"02/28/2022","Manhattan","2","Individuals",,,,,,,
"02/28/2022","Manhattan","1","Individuals",,,,"242",,,
"02/28/2022","Brooklyn","18","Individuals",,"347",,,,,"506"
"02/28/2022","Brooklyn","17","Individuals",,,,"98",,,"988"
"02/28/2022","Brooklyn","16","Individuals",,,"576","469",,,"2,134"
"02/28/2022","Brooklyn","15","Individuals",,,,,,,"180"
"02/28/2022","Brooklyn","14","Individuals",,,,,,,"84"
"02/28/2022","Brooklyn","13","Individuals",,,,"65",,,"416"
"02/28/2022","Brooklyn","12","Individuals",,,"125",,,,"146"
"02/28/2022","Brooklyn","11","Individuals",,,,,,,
"02/28/2022","Brooklyn","10","Individuals",,,,,,,
"02/28/2022","Brooklyn","9","Individuals",,,"272",,,,"389"
"02/28/2022","Brooklyn","8","Individuals",,,"264","86",,,"397"
"02/28/2022","Brooklyn","7","Individuals",,,"168","504",,,"207"
"02/28/2022","Brooklyn","6","Individuals",,"115","270","396",,,"402"
"02/28/2022","Brooklyn","5","Individuals",,,"567","244",,,"481"
"02/28/2022","Brooklyn","4","Individuals",,,"299","126",,,"795"
"02/28/2022","Brooklyn","3","Individuals",,,"528",,,,"261"
"02/28/2022","Brooklyn","2","Individuals",,"144","362",,,,"61"
"02/28/2022","Brooklyn","1","Individuals",,"157","672","30",,,
"02/28/2022","Bronx","12","Individuals",,,"105",,,,"285"
"02/28/2022","Bronx","11","Individuals",,,,,,,
"02/28/2022","Bronx","10","Individuals",,,,,,,"566"
"02/28/2022","Bronx","9","Individuals",,,"266",,,,"1,106"
"02/28/2022","Bronx","8","Individuals",,,,,,,"227"
"02/28/2022","Bronx","7","Individuals",,,"586",,,,"376"
"02/28/2022","Bronx","6","Individuals",,"90","43",,,,"2,063"
"02/28/2022","Bronx","5","Individuals",,"131","485",,,,"1,285"
"02/28/2022","Bronx","4","Individuals",,,"346",,,,"2,111"
"02/28/2022","Bronx","3","Individuals",,,"542","124",,,"1,134"
"02/28/2022","Bronx","2","Individuals",,"152",,,,,"824"
"01/31/2022","Manhattan","2","Individuals",,,,,,,
"01/31/2022","Staten Island","3","Individuals",,,,,,,
"01/31/2022","Staten Island","2","Individuals",,,,,,,
"01/31/2022","Staten Island","1","Individuals",,,,,,,"114"
"01/31/2022","Queens","14","Individuals",,"238","64","69",,,"155"
"01/31/2022","Queens","13","Individuals",,,,"716",,,"804"
"01/31/2022","Queens","12","Individuals",,"236","272","175",,,"1,350"
"01/31/2022","Queens","11","Individuals",,,,,,,
"01/31/2022","Queens","10","Individuals","138",,"160","58",,,
"01/31/2022","Queens","9","Individuals",,,"105",,,,
"01/31/2022","Queens","8","Individuals",,,,,,,"285"
"01/31/2022","Queens","7","Individuals",,,"301",,,,
"01/31/2022","Queens","6","Individuals",,,,,,,
"01/31/2022","Queens","5","Individuals",,,"183",,,,"237"
"01/31/2022","Queens","4","Individuals",,,,"206",,,"528"
"01/31/2022","Queens","3","Individuals",,,,"156",,,"784"
"01/31/2022","Queens","2","Individuals",,"217",,"169",,,"190"
"01/31/2022","Queens","1","Individuals",,,"191","187",,,"353"
"01/31/2022","Manhattan","12","Individuals",,,"302",,,,
"01/31/2022","Manhattan","11","Individuals",,,"1,179",,,,"544"
"01/31/2022","Manhattan","10","Individuals",,,"695",,,,"529"
"01/31/2022","Manhattan","9","Individuals",,,,,,,"579"
"01/31/2022","Manhattan","8","Individuals",,,"38",,,,
"01/31/2022","Manhattan","7","Individuals",,"206","167",,,,"587"
"01/31/2022","Manhattan","6","Individuals",,,"577","11",,,
"01/31/2022","Manhattan","5","Individuals",,"292","16","205",,,"356"
"01/31/2022","Manhattan","4","Individuals",,,"324","48",,,
"01/31/2022","Manhattan","3","Individuals",,,"449","258",,,"326"
"01/31/2022","Manhattan","1","Individuals",,,,"240",,,
"01/31/2022","Brooklyn","18","Individuals",,"338","15",,,,"487"
"01/31/2022","Brooklyn","17","Individuals",,,,"114",,,"1,012"
"01/31/2022","Brooklyn","16","Individuals",,,"536","439",,,"2,177"
"01/31/2022","Brooklyn","15","Individuals",,,,,,,"182"
"01/31/2022","Brooklyn","14","Individuals",,,,,,,"89"
"01/31/2022","Brooklyn","13","Individuals",,,,"68",,,"397"
"01/31/2022","Brooklyn","12","Individuals",,,"121",,,,"137"
"01/31/2022","Brooklyn","11","Individuals",,,,,,,
"01/31/2022","Brooklyn","10","Individuals",,,,,,,
"01/31/2022","Brooklyn","9","Individuals",,,"254",,,,"397"
"01/31/2022","Brooklyn","8","Individuals",,,"239","85",,,"388"
"01/31/2022","Brooklyn","7","Individuals",,,"164","525",,,"212"
"01/31/2022","Brooklyn","6","Individuals",,"93","288","409",,,"388"
"01/31/2022","Brooklyn","5","Individuals",,,"566","232",,,"465"
"01/31/2022","Brooklyn","4","Individuals",,,"270","129",,,"783"
"01/31/2022","Brooklyn","3","Individuals",,,"513",,,,"258"
"01/31/2022","Brooklyn","2","Individuals",,"139","344",,,,"71"
"01/31/2022","Brooklyn","1","Individuals",,"159","596","28",,,
"01/31/2022","Bronx","12","Individuals",,,"107",,,,"289"
"01/31/2022","Bronx","11","Individuals",,,,,,,
"01/31/2022","Bronx","10","Individuals",,,,,,,"587"
"01/31/2022","Bronx","9","Individuals",,,"221",,,,"1,119"
"01/31/2022","Bronx","8","Individuals",,,,,,,"218"
"01/31/2022","Bronx","7","Individuals",,,"577",,,,"393"
"01/31/2022","Bronx","6","Individuals",,"86","67",,,,"2,065"
"01/31/2022","Bronx","5","Individuals",,"140","465",,,,"1,322"
"01/31/2022","Bronx","4","Individuals",,,"370",,,,"2,149"
"01/31/2022","Bronx","3","Individuals",,,"563","121",,,"1,045"
"01/31/2022","Bronx","2","Individuals",,"148","0",,,,"854"
"01/31/2022","Bronx","1","Individuals",,,"460","172",,,"1,102"
"12/31/2021","Bronx","2","Individuals",,"161","0",,,,"854"
"12/31/2021","Staten Island","3","Individuals",,,,,,,
"12/31/2021","Staten Island","2","Individuals",,,,,,,
"12/31/2021","Staten Island","1","Individuals",,,,,,,"117"
"12/31/2021","Queens","14","Individuals",,"243","62","46",,,"160"
"12/31/2021","Queens","13","Individuals",,,,"779",,,"841"
"12/31/2021","Queens","12","Individuals",,"225","275","169",,,"1,368"
"12/31/2021","Queens","11","Individuals",,,,,,,
"12/31/2021","Queens","10","Individuals","151",,"159","82",,,
"12/31/2021","Queens","9","Individuals",,,"94",,,,
"12/31/2021","Queens","8","Individuals",,,,,,,"299"
"12/31/2021","Queens","7","Individuals",,,"294",,,,
"12/31/2021","Queens","6","Individuals",,,,,,,
"12/31/2021","Queens","5","Individuals",,,"194",,,,"159"
"12/31/2021","Queens","4","Individuals",,,,"181",,,"516"
"12/31/2021","Queens","3","Individuals",,,,"146",,,"757"
"12/31/2021","Queens","2","Individuals",,"207",,"134",,,"195"
"12/31/2021","Queens","1","Individuals",,,"187","239",,,"343"
"12/31/2021","Manhattan","12","Individuals",,,"298",,,,
"12/31/2021","Manhattan","11","Individuals",,,"1,167",,,,"552"
"12/31/2021","Manhattan","10","Individuals",,,"625",,,,"545"
"12/31/2021","Manhattan","9","Individuals",,,,,,,"567"
"12/31/2021","Manhattan","8","Individuals",,,"32",,,,
"12/31/2021","Manhattan","7","Individuals",,"196","162",,,,"589"
"12/31/2021","Manhattan","6","Individuals",,,"552","3",,,
"12/31/2021","Manhattan","5","Individuals",,"310","11","230",,"8","336"
"12/31/2021","Manhattan","4","Individuals",,,"323","129",,,
"12/31/2021","Manhattan","3","Individuals",,,"403","262",,,"334"
"12/31/2021","Bronx","1","Individuals",,,"434","172",,,"1,133"
"12/31/2021","Manhattan","2","Individuals",,,,,,,
"12/31/2021","Manhattan","1","Individuals",,,,"238",,,
"12/31/2021","Brooklyn","18","Individuals",,"350","111",,,,"484"
"12/31/2021","Brooklyn","17","Individuals",,,,"107",,,"950"
"12/31/2021","Brooklyn","16","Individuals",,,"531","438",,,"2,152"
"12/31/2021","Brooklyn","15","Individuals",,,,,,,"205"
"12/31/2021","Brooklyn","14","Individuals",,,,,,,"88"
"12/31/2021","Brooklyn","13","Individuals",,,,"61",,,"349"
"12/31/2021","Brooklyn","12","Individuals",,,"123",,,,"142"
"12/31/2021","Brooklyn","11","Individuals",,,,,,,
"12/31/2021","Brooklyn","10","Individuals",,,,,,,
"12/31/2021","Brooklyn","9","Individuals",,,"258",,,,"402"
"12/31/2021","Brooklyn","8","Individuals",,,"182","80",,,"399"
"12/31/2021","Brooklyn","7","Individuals",,,"162","551",,,"203"
"12/31/2021","Brooklyn","6","Individuals",,"106","273","408",,,"397"
"12/31/2021","Brooklyn","5","Individuals",,,"549","206",,,"477"
"12/31/2021","Brooklyn","4","Individuals",,,"227","128",,,"813"
"12/31/2021","Brooklyn","3","Individuals",,,"514",,,,"273"
"12/31/2021","Brooklyn","2","Individuals",,"113","306",,,,"73"
"12/31/2021","Brooklyn","1","Individuals",,"169","574","29",,,
"12/31/2021","Bronx","12","Individuals",,,"98",,,,"278"
"12/31/2021","Bronx","11","Individuals",,,,,,,
"12/31/2021","Bronx","10","Individuals",,,,,,,"591"
"12/31/2021","Bronx","9","Individuals",,,"238",,,,"1,141"
"12/31/2021","Bronx","8","Individuals",,,,,,,"212"
"12/31/2021","Bronx","7","Individuals",,,"526",,,,"391"
"12/31/2021","Bronx","6","Individuals",,"82","60",,,,"2,145"
"12/31/2021","Bronx","5","Individuals",,"142","429",,,,"1,301"
"12/31/2021","Bronx","4","Individuals",,,"370",,,,"2,205"
"12/31/2021","Bronx","3","Individuals",,,"509","117",,,"950"
"11/30/2021","Manhattan","1","Individuals",,,,"242",,,
"11/30/2021","Staten Island","3","Individuals",,,,,,,
"11/30/2021","Staten Island","2","Individuals",,,,,,,
"11/30/2021","Staten Island","1","Individuals",,,,,,,"127"
"11/30/2021","Queens","14","Individuals",,"268","62","26",,,"151"
"11/30/2021","Queens","13","Individuals",,,,"767",,,"836"
"11/30/2021","Queens","12","Individuals",,"199","279","169",,,"1,375"
"11/30/2021","Queens","11","Individuals",,,,,,,
"11/30/2021","Queens","10","Individuals","207",,"163","58",,,
"11/30/2021","Queens","9","Individuals",,,"106",,,,
"11/30/2021","Queens","8","Individuals",,,,,,,"291"
"11/30/2021","Queens","7","Individuals",,,"238",,,,
"11/30/2021","Queens","6","Individuals",,,,,,,
"11/30/2021","Queens","5","Individuals",,,"200",,,,
"11/30/2021","Queens","4","Individuals",,,,"209",,,"502"
"11/30/2021","Queens","3","Individuals",,,,"155",,,"746"
"11/30/2021","Queens","2","Individuals",,"196",,"142",,"153","192"
"11/30/2021","Queens","1","Individuals",,,"185","199",,,"355"
"11/30/2021","Manhattan","12","Individuals",,,"258",,,,
"11/30/2021","Manhattan","11","Individuals",,,"1,080",,,,"542"
"11/30/2021","Manhattan","10","Individuals",,,"612",,,,"534"
"11/30/2021","Manhattan","9","Individuals",,,,,,,"565"
"11/30/2021","Manhattan","8","Individuals",,,"38",,,,
"11/30/2021","Manhattan","7","Individuals",,"202","169",,,,"564"
"11/30/2021","Manhattan","6","Individuals",,,"579","105",,,
"11/30/2021","Manhattan","5","Individuals",,"308","7","211",,"608","336"
"11/30/2021","Manhattan","4","Individuals",,,"358","67",,"342",
"11/30/2021","Manhattan","3","Individuals",,,"470","273",,,"335"
"11/30/2021","Manhattan","2","Individuals",,,,,,,
"11/30/2021","Brooklyn","18","Individuals",,"345",,,,,"504"
"11/30/2021","Brooklyn","17","Individuals",,,,"134",,,"924"
"11/30/2021","Brooklyn","16","Individuals",,,"567","452",,,"2,136"
"11/30/2021","Brooklyn","15","Individuals",,,,,,,"179"
"11/30/2021","Brooklyn","14","Individuals",,,,,,,"85"
"11/30/2021","Brooklyn","13","Individuals",,,,"69",,,"337"
"11/30/2021","Brooklyn","12","Individuals",,,"133",,,,"143"
"11/30/2021","Brooklyn","11","Individuals",,,,,,,
"11/30/2021","Brooklyn","10","Individuals",,,,,,,
"11/30/2021","Brooklyn","9","Individuals",,,"269",,,,"383"
"11/30/2021","Brooklyn","8","Individuals",,,"235","85",,,"357"
"11/30/2021","Brooklyn","7","Individuals",,,"172","572",,,"179"
"11/30/2021","Brooklyn","6","Individuals",,"112","278","421",,,"425"
"11/30/2021","Brooklyn","5","Individuals",,,"613","236",,,"427"
"11/30/2021","Brooklyn","4","Individuals",,,"356","135",,,"796"
"11/30/2021","Brooklyn","3","Individuals",,,"521",,,,"266"
"11/30/2021","Brooklyn","2","Individuals",,"120","300",,,,"67"
"11/30/2021","Brooklyn","1","Individuals",,"152","659","35",,,
"11/30/2021","Bronx","12","Individuals",,,"106",,,,"258"
"11/30/2021","Bronx","11","Individuals",,,,,,,
"11/30/2021","Bronx","10","Individuals",,,,,,,"571"
"11/30/2021","Bronx","9","Individuals",,,"255",,,,"1,131"
"11/30/2021","Bronx","8","Individuals",,,,,,,"212"
"11/30/2021","Bronx","7","Individuals",,,"608",,,,"271"
"11/30/2021","Bronx","6","Individuals",,"74","67",,,,"2,078"
"11/30/2021","Bronx","5","Individuals",,"155","421",,,,"1,295"
"11/30/2021","Bronx","4","Individuals",,,"392",,,,"2,164"
"11/30/2021","Bronx","3","Individuals",,,"536","188",,,"831"
"11/30/2021","Bronx","2","Individuals",,"161",,,,,"870"
"11/30/2021","Bronx","1","Individuals",,,"383","174",,,"1,096"
"10/31/2021","Manhattan","2","Individuals",,,,,,,
"10/31/2021","Staten Island","3","Individuals",,,,,,,
"10/31/2021","Staten Island","2","Individuals",,,,,,,
"10/31/2021","Staten Island","1","Individuals",,,,,,,"112"
"10/31/2021","Queens","14","Individuals",,"254","81","18",,,"155"
"10/31/2021","Queens","13","Individuals",,,,"766",,,"828"
"10/31/2021","Queens","12","Individuals",,"188","274","237",,,"1,383"
"10/31/2021","Queens","11","Individuals",,,,,,,
"10/31/2021","Queens","10","Individuals","227",,"168","59",,"34",
"10/31/2021","Queens","9","Individuals",,,"110",,,,
"10/31/2021","Queens","8","Individuals",,,,,,,
"10/31/2021","Queens","7","Individuals",,,"226",,,,"305"
"10/31/2021","Queens","6","Individuals",,,,,,,
"10/31/2021","Queens","5","Individuals",,,"193",,,,
"10/31/2021","Queens","4","Individuals",,,,"225",,,"504"
"10/31/2021","Queens","3","Individuals",,,,"162",,,"773"
"10/31/2021","Queens","2","Individuals",,"190",,"144",,"146","190"
"10/31/2021","Queens","1","Individuals",,,"180","275",,,"373"
"10/31/2021","Manhattan","12","Individuals",,,"260",,,,
"10/31/2021","Manhattan","11","Individuals",,,"1,063",,,,"553"
"10/31/2021","Manhattan","10","Individuals",,,"576",,,,"537"
"10/31/2021","Manhattan","9","Individuals",,,,,,,"572"
"10/31/2021","Manhattan","8","Individuals",,,"39",,,,
"10/31/2021","Manhattan","7","Individuals",,"200","183",,,,"566"
"10/31/2021","Manhattan","6","Individuals",,,"553","108",,,
"10/31/2021","Manhattan","5","Individuals",,"284",,"218",,"722","330"
"10/31/2021","Manhattan","4","Individuals",,,"315","113",,"322",
"10/31/2021","Manhattan","3","Individuals",,,"415","271",,,"338"
"10/31/2021","Manhattan","1","Individuals",,,,"244",,"48",
"10/31/2021","Brooklyn","18","Individuals",,"333",,,,,"514"
"10/31/2021","Brooklyn","17","Individuals",,,,"132",,,"929"
"10/31/2021","Brooklyn","16","Individuals",,,"529","448",,,"2,203"
"10/31/2021","Brooklyn","15","Individuals",,,,,,,"197"
"10/31/2021","Brooklyn","14","Individuals",,,,,,,"89"
"10/31/2021","Brooklyn","13","Individuals",,,,"65",,,"356"
"10/31/2021","Brooklyn","12","Individuals",,,"124",,,,"141"
"10/31/2021","Brooklyn","11","Individuals",,,,,,,
"10/31/2021","Brooklyn","10","Individuals",,,,,,,
"10/31/2021","Brooklyn","9","Individuals",,,"274",,,,"395"
"10/31/2021","Brooklyn","8","Individuals",,,"143","87",,,"384"
"10/31/2021","Brooklyn","7","Individuals",,,"176","571",,,"114"
"10/31/2021","Brooklyn","6","Individuals",,"113","254","418",,,"412"
"10/31/2021","Brooklyn","5","Individuals",,,"608","232",,,"450"
"10/31/2021","Brooklyn","4","Individuals",,,"352","136",,,"798"
"10/31/2021","Brooklyn","3","Individuals",,,"518",,,,"266"
"10/31/2021","Brooklyn","2","Individuals",,"135","307",,,,"67"
"10/31/2021","Brooklyn","1","Individuals",,"150","577","46",,,
"10/31/2021","Bronx","12","Individuals",,,"101",,,,"276"
"10/31/2021","Bronx","11","Individuals",,,,,,,
"10/31/2021","Bronx","10","Individuals",,,,,,,"589"
"10/31/2021","Bronx","9","Individuals",,,"249",,,,"1,103"
"10/31/2021","Bronx","8","Individuals",,,,,,,"212"
"10/31/2021","Bronx","7","Individuals",,"0","585",,,,"297"
"10/31/2021","Bronx","6","Individuals",,"58","67",,,,"2,015"
"10/31/2021","Bronx","5","Individuals",,"155","411",,,,"1,291"
"10/31/2021","Bronx","4","Individuals",,,"396",,,,"2,170"
"10/31/2021","Bronx","3","Individuals",,"74","534","178",,,"848"
"10/31/2021","Bronx","2","Individuals",,"170","0",,,,"893"
"10/31/2021","Bronx","1","Individuals",,,"337","168",,,"1,080"
"09/30/2021","Bronx","3","Individuals",,"86","528","185",,,"841"
"09/30/2021","Staten Island","3","Individuals",,,,,,,
"09/30/2021","Staten Island","2","Individuals",,,,,,,
"09/30/2021","Staten Island","1","Individuals",,,,,,,"109"
"09/30/2021","Queens","14","Individuals",,"253","99",,,,"163"
"09/30/2021","Queens","13","Individuals",,,,"697",,,"808"
"09/30/2021","Queens","12","Individuals",,"166","256","341",,,"1,362"
"09/30/2021","Queens","11","Individuals",,,,,,,
"09/30/2021","Queens","10","Individuals","241",,"159","55",,"51",
"09/30/2021","Queens","9","Individuals",,,"74",,,,
"09/30/2021","Queens","8","Individuals",,,,,,,"288"
"09/30/2021","Queens","7","Individuals",,,"201",,,,
"09/30/2021","Queens","6","Individuals",,,,,,,
"09/30/2021","Queens","5","Individuals",,,"174",,,,
"09/30/2021","Queens","4","Individuals",,,,"228",,,"512"
"09/30/2021","Queens","3","Individuals",,,,"316",,,"760"
"09/30/2021","Queens","2","Individuals",,"191",,"147",,"141","192"
"09/30/2021","Queens","1","Individuals",,,"186","402",,,"374"
"09/30/2021","Manhattan","12","Individuals",,,"267",,,,
"09/30/2021","Manhattan","11","Individuals",,,"1,047",,,,"502"
"09/30/2021","Manhattan","10","Individuals",,,"581",,,,"533"
"09/30/2021","Manhattan","9","Individuals",,,,,,,"546"
"09/30/2021","Manhattan","8","Individuals",,,"40",,,,
"09/30/2021","Manhattan","7","Individuals",,"186","177",,,,"549"
"09/30/2021","Manhattan","6","Individuals",,,"591","105",,,
"09/30/2021","Manhattan","5","Individuals",,"246",,"225",,"838","337"
"09/30/2021","Manhattan","4","Individuals",,,"372","61",,"340",
"09/30/2021","Manhattan","3","Individuals",,,"323","271",,,"326"
"09/30/2021","Bronx","2","Individuals",,"166",,,"47",,"924"
"09/30/2021","Manhattan","2","Individuals",,,,,,,
"09/30/2021","Bronx","1","Individuals",,,"331","174",,,"1,105"
"09/30/2021","Manhattan","1","Individuals",,,,"199",,"61",
"09/30/2021","Brooklyn","18","Individuals",,"334",,,,,"495"
"09/30/2021","Brooklyn","17","Individuals",,,,"132",,,"870"
"09/30/2021","Brooklyn","16","Individuals",,,"490","424",,,"2,175"
"09/30/2021","Brooklyn","15","Individuals",,,,,,,"173"
"09/30/2021","Brooklyn","14","Individuals",,,,,,,"92"
"09/30/2021","Brooklyn","13","Individuals",,,,"57",,,"291"
"09/30/2021","Brooklyn","12","Individuals",,,"114",,,,"142"
"09/30/2021","Brooklyn","11","Individuals",,,,,,,
"09/30/2021","Brooklyn","10","Individuals",,,,,,,
"09/30/2021","Brooklyn","9","Individuals",,,"269",,,,"391"
"09/30/2021","Brooklyn","8","Individuals",,,"172","89",,,"366"
"09/30/2021","Brooklyn","7","Individuals",,,"181","566",,,"117"
"09/30/2021","Brooklyn","6","Individuals",,"113","217","397",,,"375"
"09/30/2021","Brooklyn","5","Individuals",,,"559","240",,,"429"
"09/30/2021","Brooklyn","4","Individuals",,,"306","137",,,"818"
"09/30/2021","Brooklyn","3","Individuals",,,"525",,,,"271"
"09/30/2021","Brooklyn","2","Individuals",,"82","271",,,,"62"
"09/30/2021","Brooklyn","1","Individuals",,"152","578","43",,,
"09/30/2021","Bronx","12","Individuals",,,"108",,,,"285"
"09/30/2021","Bronx","11","Individuals",,,,,,,
"09/30/2021","Bronx","10","Individuals",,,,,,,"565"
"09/30/2021","Bronx","9","Individuals",,,"258",,,,"1,119"
"09/30/2021","Bronx","8","Individuals",,,,,,,"215"
"09/30/2021","Bronx","7","Individuals",,"70","603",,,,"318"
"09/30/2021","Bronx","6","Individuals",,"54","79",,,,"1,944"
"09/30/2021","Bronx","5","Individuals",,"139","342",,"81",,"1,243"
"09/30/2021","Bronx","4","Individuals",,,"417",,"43",,"2,170"
"08/31/2021","Bronx","1","Individuals",,,"251","172",,,"1,064"
"08/31/2021","Staten Island","3","Individuals",,,,,,,
"08/31/2021","Staten Island","2","Individuals",,,,,,,
"08/31/2021","Staten Island","1","Individuals",,,,,,,"77"
"08/31/2021","Queens","14","Individuals",,"262","100","70",,"59","126"
"08/31/2021","Queens","13","Individuals",,,,"669",,"102","791"
"08/31/2021","Queens","12","Individuals",,"163","163","434",,,"1,305"
"08/31/2021","Queens","11","Individuals",,,,,,,
"08/31/2021","Queens","10","Individuals","256",,"165","54",,"53",
"08/31/2021","Queens","9","Individuals",,,,,,,
"08/31/2021","Queens","8","Individuals",,,,,,,"304"
"08/31/2021","Queens","7","Individuals",,,"108","83",,,
"08/31/2021","Queens","6","Individuals",,,,,,,
"08/31/2021","Queens","5","Individuals",,,"199",,,,
"08/31/2021","Queens","4","Individuals",,,,"241",,,"472"
"08/31/2021","Queens","3","Individuals",,,,"459",,,"686"
"08/31/2021","Queens","2","Individuals",,"197",,"229",,"128","209"
"08/31/2021","Queens","1","Individuals",,,"157","696",,,"336"
"08/31/2021","Manhattan","12","Individuals",,,"229",,,,
"08/31/2021","Manhattan","11","Individuals",,,"951",,,,"447"
"08/31/2021","Manhattan","10","Individuals",,,"506",,,,"510"
"08/31/2021","Manhattan","9","Individuals",,,,,,,"554"
"08/31/2021","Manhattan","8","Individuals",,,"37",,,,
"08/31/2021","Manhattan","7","Individuals",,"204","174",,,,"542"
"08/31/2021","Manhattan","6","Individuals",,,"525","105",,,
"08/31/2021","Manhattan","5","Individuals",,"233",,"184",,"964","321"
"08/31/2021","Manhattan","4","Individuals",,,"327","86",,"442",
"08/31/2021","Manhattan","3","Individuals",,,"277","265",,,"316"
"08/31/2021","Manhattan","2","Individuals",,,,,,,
"08/31/2021","Manhattan","1","Individuals",,,,"241",,"62",
"08/31/2021","Brooklyn","18","Individuals",,"331",,,,,"483"
"08/31/2021","Brooklyn","17","Individuals",,,,"132",,,"794"
"08/31/2021","Brooklyn","16","Individuals",,,"386","489",,"66","2,081"
"08/31/2021","Brooklyn","15","Individuals",,,,,,,"142"
"08/31/2021","Brooklyn","14","Individuals",,,,,,,"84"
"08/31/2021","Brooklyn","13","Individuals",,,,"59",,,"159"
"08/31/2021","Brooklyn","12","Individuals",,,"62",,,,"145"
"08/31/2021","Brooklyn","11","Individuals",,,,,,,
"08/31/2021","Brooklyn","10","Individuals",,,,,,,
"08/31/2021","Brooklyn","9","Individuals",,,"122",,,,"391"
"08/31/2021","Brooklyn","8","Individuals",,,"142","87",,,"328"
"08/31/2021","Brooklyn","7","Individuals",,,"180","648",,,"110"
"08/31/2021","Brooklyn","6","Individuals",,"115","148","405",,,"347"
"08/31/2021","Brooklyn","5","Individuals",,,"535","296",,,"375"
"08/31/2021","Brooklyn","4","Individuals",,,"293","175",,,"800"
"08/31/2021","Brooklyn","3","Individuals",,,"467","29",,,"286"
"08/31/2021","Brooklyn","2","Individuals",,"62","238","206",,,"63"
"08/31/2021","Brooklyn","1","Individuals",,"155","536","43",,,
"08/31/2021","Bronx","12","Individuals",,,"105","86",,,"276"
"08/31/2021","Bronx","11","Individuals",,,,,,,
"08/31/2021","Bronx","10","Individuals",,,,,,,"571"
"08/31/2021","Bronx","9","Individuals",,,"231",,,,"1,078"
"08/31/2021","Bronx","8","Individuals",,,,,,,"205"
"08/31/2021","Bronx","7","Individuals",,"78","584",,,,"289"
"08/31/2021","Bronx","6","Individuals",,"54","60",,,,"1,915"
"08/31/2021","Bronx","5","Individuals",,"152","226",,"93",,"1,238"
"08/31/2021","Bronx","4","Individuals",,,"349","64","92",,"2,046"
"08/31/2021","Bronx","3","Individuals",,"84","386","208",,,"859"
"08/31/2021","Bronx","2","Individuals",,"154",,,"52",,"895"
"07/31/2021","Manhattan","2","Individuals",,,,"64",,,
"07/31/2021","Staten Island","3","Individuals",,,,,,,
"07/31/2021","Staten Island","2","Individuals",,,,,,,
"07/31/2021","Staten Island","1","Individuals",,,,,,,"71"
"07/31/2021","Queens","14","Individuals",,"270","50","93",,"70","125"
"07/31/2021","Queens","13","Individuals",,,,"688",,"92","738"
"07/31/2021","Queens","12","Individuals",,"175","145","596",,,"1,254"
"07/31/2021","Queens","11","Individuals",,,,,,,
"07/31/2021","Queens","10","Individuals","266",,"166","58",,"155",
"07/31/2021","Queens","9","Individuals",,,,,,,
"07/31/2021","Queens","8","Individuals",,,,,,,"298"
"07/31/2021","Queens","7","Individuals",,,"111","92",,,
"07/31/2021","Queens","6","Individuals",,,,,,,
"07/31/2021","Queens","5","Individuals",,,"188",,,,
"07/31/2021","Queens","4","Individuals",,,,"256",,,"494"
